portfolio_case,portfolio_status,empty_solution_reason,project_id,project_name,region,industry,parent_group_id,archetype_id,ppa_zone_status,project_npv_vnd,project_irr,equity_npv_vnd,equity_irr,equity_required_vnd,min_dscr,selected_flag,rejection_reason,parent_exposure_count,industry_exposure_count,region_exposure_count,selected_count,selected_equity_required_vnd,selected_equity_npv_vnd,equity_budget_vnd,capex_factor,transaction_evidence_status
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-011,Ho Chi Minh Plastics,South,Plastics,PG-10,ARCH-01,EMPTY_ZONE,-6382587576.406291,0.07353202589756014,-5539414030.196723,0.06661093895265047,12298268501.270351,1.3,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-012,Long An Beverage,South,Food & Beverage,PG-04,ARCH-02,EMPTY_ZONE,-6760380115.133588,0.06826807036993132,-5979197062.926878,0.05875264521522661,12240774152.931034,1.3,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-013,Can Tho Rice Processing,South,Agribusiness,PG-11,ARCH-03,EMPTY_ZONE,-6270480448.909131,0.06738212882511185,-5561313484.7285595,0.057461385930056674,11245588020.962288,1.3,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-014,Vung Tau Chemicals,South,Chemicals,PG-12,ARCH-04,EMPTY_ZONE,-7698094520.658363,0.06560259996547713,-6863579389.406934,0.05489340184565428,13552435767.25127,1.2999999999999998,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-015,Tay Ninh Components,South,Electronics,PG-01,ARCH-05,EMPTY_ZONE,-7485584529.595227,0.0648411434113284,-6688430917.906036,0.053804779303624595,13077768285.79753,1.2999999999999998,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-016,Binh Phuoc Rubber,South,Rubber,PG-13,ARCH-06,EMPTY_ZONE,-9603940389.75798,-0.01667797855041392,-8593002920.97892,-0.1244904958419441,11570454828.288736,1.3,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-017,Hai Duong Steel,North,Steel,PG-14,ARCH-07,EMPTY_ZONE,-7559658850.11171,0.06424867408790658,-6765595813.940388,0.05296188805712532,13130117403.095322,1.3,False,technical_gate|ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-018,Thai Nguyen Machinery,North,Machinery,PG-15,ARCH-08,EMPTY_ZONE,-8419581028.615173,0.05426734929096255,-7707624203.347545,0.03926411272526409,13413349245.55203,1.2999999999999998,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-019,Hanoi Retail DC,North,Retail,PG-16,ARCH-09,EMPTY_ZONE,-6514756581.982689,0.06516178214325052,-5815781460.686574,0.05426244917939538,11418220585.853294,1.3,False,ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
CURRENT_TERMS,NO_DEPLOYMENT,NO_PROJECT_PASSES_ALL_HARD_GATES_AND_POSITIVE_EQUITY_NPV,VG-020,Soc Trang Seafood,South,Food & Beverage,PG-17,ARCH-10,EMPTY_ZONE,-6368439923.131083,0.06649364868009855,-5663360085.915196,0.05617501758819399,11314817032.72668,1.3,False,regulatory_gate|ppa_zone_empty|positive_equity_npv_gate,0,0,0,0,0,0,100000000000.0,1.0,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-001,Northern Electronics One,North,Electronics,PG-01,ARCH-01,FEASIBLE_ZONE,-377806892.0897505,0.11720690053521599,207605829.7567833,0.14321068406779636,8695825833.333334,1.2999999999999998,False,concentration_constraint,2,2,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-002,Bac Ninh Precision,North,Electronics,PG-01,ARCH-02,FEASIBLE_ZONE,150456411.6938454,0.12103371184236378,659484372.0999775,0.1493719427944623,9316956250.0,1.3,True,,2,2,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-003,Hanoi Cold Chain,North,Logistics,PG-02,ARCH-03,FEASIBLE_ZONE,-122341283.38547826,0.11885100012988892,300477297.6528483,0.14587462177487487,6832434583.333334,1.3,True,,1,1,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-004,Quang Ninh Cement,North,Materials,PG-03,ARCH-04,EMPTY_ZONE,-1191609859.1700456,0.11143786931442612,-414921824.6865656,0.13365325383193138,9006391041.666668,1.3,False,ppa_zone_empty|positive_equity_npv_gate,0,0,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-005,Da Nang Food Hub,Central,Food & Beverage,PG-04,ARCH-05,FEASIBLE_ZONE,1944886398.1170378,0.1364288257689571,1989346696.591745,0.17349187625614693,7453565000.0,1.3,True,,2,2,1,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-006,Hue Garments,Central,Textile,PG-05,ARCH-06,FEASIBLE_ZONE,1093373795.1313143,0.1293055994575777,1301763064.0835173,0.16242761676666928,7453565000.0,1.2999999999999998,False,credit_gate,0,0,1,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-007,Quang Ngai Packaging,Central,Packaging,PG-06,ARCH-07,FEASIBLE_ZONE,1492799983.0907774,0.13169788903088675,1659200388.6994622,0.16618146536172185,8074695416.666668,1.3,False,site_continuity_gate,0,0,1,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-008,Nha Trang Hospitality,South,Hospitality,PG-07,ARCH-08,FEASIBLE_ZONE,190807985.4900514,0.12151182846342545,619105123.0776739,0.15013213938116066,8074695416.666668,1.2999999999999998,True,,1,1,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-009,Binh Duong Auto Parts,South,Automotive,PG-08,ARCH-09,FEASIBLE_ZONE,486620567.34490895,0.1238457158384273,851945953.5576799,0.15381327257158095,8074695416.666668,1.3,False,regulatory_gate,0,0,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-010,Dong Nai Pharma,South,Pharma,PG-09,ARCH-10,FEASIBLE_ZONE,1226152021.9821405,0.12962957665939234,1443886166.6232185,0.16293827430172325,8074695416.666668,1.2999999999999998,True,,1,1,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-011,Ho Chi Minh Plastics,South,Plastics,PG-10,ARCH-01,FEASIBLE_ZONE,1268361519.6088648,0.13077793594168663,1443063022.3210607,0.16474254138126432,7453565000.0,1.2999999999999998,True,,1,1,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-012,Long An Beverage,South,Food & Beverage,PG-04,ARCH-02,FEASIBLE_ZONE,822992581.651038,0.12732455720101965,1065980957.1026962,0.15928927879232913,7142999791.666668,1.3,True,,2,2,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-013,Can Tho Rice Processing,South,Agribusiness,PG-11,ARCH-03,FEASIBLE_ZONE,691696622.6128494,0.1267465460732774,925054763.5498844,0.1583684479407218,6521869375.0,1.3,True,,1,1,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-014,Vung Tau Chemicals,South,Chemicals,PG-12,ARCH-04,FEASIBLE_ZONE,681230772.823166,0.12558838334695832,987092861.9401104,0.15653035945819938,7764130208.333334,1.3,True,,1,1,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-015,Tay Ninh Components,South,Electronics,PG-01,ARCH-05,FEASIBLE_ZONE,595802401.810721,0.1250939800467853,901815019.2599704,0.15576220763163506,7453565000.0,1.2999999999999998,True,,2,2,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-016,Binh Phuoc Rubber,South,Rubber,PG-13,ARCH-06,FEASIBLE_ZONE,374323513.34223413,0.1238457158384273,655343041.1982114,0.15381327257158095,6211304166.666668,1.2999999999999998,True,,1,1,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-017,Hai Duong Steel,North,Steel,PG-14,ARCH-07,FEASIBLE_ZONE,-514205739.6294093,0.1155566132787057,28102292.533221304,0.14051051473206078,7453565000.0,1.3,False,technical_gate,0,0,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-018,Thai Nguyen Machinery,North,Machinery,PG-15,ARCH-08,FEASIBLE_ZONE,-188715292.42310715,0.118303647077321,266268024.47716892,0.14499060425773302,7142999791.666668,1.2999999999999998,True,,1,1,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-019,Hanoi Retail DC,North,Retail,PG-16,ARCH-09,FEASIBLE_ZONE,-394405071.1395757,0.11610740398694908,68294461.41692045,0.14141466175576667,6521869375.0,1.3,True,,1,1,4,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
NEGOTIATED_TERMS,DEPLOYMENT,,VG-020,Soc Trang Seafood,South,Food & Beverage,PG-17,ARCH-10,FEASIBLE_ZONE,631965235.8921326,0.1261678230459894,876822566.2668679,0.15744413101605137,6521869375.0,1.3,False,regulatory_gate,0,2,8,13,95964649375.0,11325211807.311485,100000000000.0,0.8,OPEN_EXTERNAL_GATE
