project_id,construction_month,construction_share,construction_capex_gross_vnd,construction_capex_net_vnd,vat_vnd,idc_vnd,cumulative_capex_gross_vnd,cumulative_idc_vnd,total_construction_gross_vnd,total_construction_net_vnd,total_vat_vnd,idc_rate,total_uses_vnd,reconciliation_status,source_or_assumption_id
VG-008,3,0.1,2762500000.0,2511363636.363636,251136363.63636395,168993844.69696966,6353750000.0,420705729.1666666,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,4,0.12,3315000000.0,3013636363.636363,301363636.36363673,181446022.72727272,9668750000.0,602151751.8939394,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,5,0.14,3867500000.0000005,3515909090.909091,351590909.09090954,186782670.45454547,13536250000.0,788934422.3484849,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,6,0.14,3867500000.0000005,3515909090.909091,351590909.09090954,161878314.3939394,17403750000.0,950812736.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,7,0.12,3315000000.0,3013636363.636363,301363636.36363673,117406249.99999999,20718750000.0,1068218986.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,8,0.1,2762500000.0,2511363636.363636,251136363.63636395,80049715.90909089,23481250000.0,1148268702.6515152,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,9,0.06,1657500000.0,1506818181.8181815,150681818.18181837,37356534.090909086,25138750000.0,1185625236.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,10,0.04,1105000000.0,1004545454.5454544,100454545.45454557,17788825.757575754,26243750000.0,1203414062.5,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,11,0.03,828750000.0,753409090.9090908,75340909.09090918,8004971.59090909,27072500000.0,1211419034.090909,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-008,12,0.02,552500000.0,502272727.2727272,50227272.727272786,1778882.5757575755,27625000000.0,1213197916.6666665,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,1,0.05,1381250000.0,1255681818.181818,125568181.81818198,102285748.10606058,1381250000.0,102285748.10606058,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,2,0.08,2210000000.0,2009090909.0909088,200909090.90909114,149426136.36363634,3591250000.0,251711884.46969694,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,3,0.1,2762500000.0,2511363636.363636,251136363.63636395,168993844.69696966,6353750000.0,420705729.1666666,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,4,0.12,3315000000.0,3013636363.636363,301363636.36363673,181446022.72727272,9668750000.0,602151751.8939394,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,5,0.14,3867500000.0000005,3515909090.909091,351590909.09090954,186782670.45454547,13536250000.0,788934422.3484849,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,6,0.14,3867500000.0000005,3515909090.909091,351590909.09090954,161878314.3939394,17403750000.0,950812736.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,7,0.12,3315000000.0,3013636363.636363,301363636.36363673,117406249.99999999,20718750000.0,1068218986.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,8,0.1,2762500000.0,2511363636.363636,251136363.63636395,80049715.90909089,23481250000.0,1148268702.6515152,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,9,0.06,1657500000.0,1506818181.8181815,150681818.18181837,37356534.090909086,25138750000.0,1185625236.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,10,0.04,1105000000.0,1004545454.5454544,100454545.45454557,17788825.757575754,26243750000.0,1203414062.5,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,11,0.03,828750000.0,753409090.9090908,75340909.09090918,8004971.59090909,27072500000.0,1211419034.090909,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-009,12,0.02,552500000.0,502272727.2727272,50227272.727272786,1778882.5757575755,27625000000.0,1213197916.6666665,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,1,0.05,1381250000.0,1255681818.181818,125568181.81818198,102285748.10606058,1381250000.0,102285748.10606058,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,2,0.08,2210000000.0,2009090909.0909088,200909090.90909114,149426136.36363634,3591250000.0,251711884.46969694,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,3,0.1,2762500000.0,2511363636.363636,251136363.63636395,168993844.69696966,6353750000.0,420705729.1666666,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,4,0.12,3315000000.0,3013636363.636363,301363636.36363673,181446022.72727272,9668750000.0,602151751.8939394,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,5,0.14,3867500000.0000005,3515909090.909091,351590909.09090954,186782670.45454547,13536250000.0,788934422.3484849,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,6,0.14,3867500000.0000005,3515909090.909091,351590909.09090954,161878314.3939394,17403750000.0,950812736.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
VG-010,7,0.12,3315000000.0,3013636363.636363,301363636.36363673,117406249.99999999,20718750000.0,1068218986.7424242,27625000000.0,25113636363.63636,2511363636.3636394,0.085,28838197916.666668,PASS,ASM-CONSTRUCTION-SCHEDULE
